Tweet,Message,Matches,Polarity
1093,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
1094," RWM Ryan ibrbxx2 BlairKing ca 2017 Van Port annual report. Not saying there are no other suppliers, but obviousl",,neutral
1095,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1096,Canada's best export https t.co bbQU4rA1M1,best,positive
1097, JFLavoie moi import export donc document de ddouanage et bon de connaissement molcule toute je dtiens tout les,tout,negative
1098,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
1099,Canada bans import and export of shark fins,shark,negative
1100,How odd we can't export SouthernBBQ to Canada because of NAFTA How the trade war is affecting the US pork indust,odd,negative
1101,Hai pochi giorni.. Scelta definitiva non si torna pi indietro. Finch usa e canada non sono distrutti ..prekevati,,neutral
1102,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
1103,RT StephenPunwasi Holy Canadian Propaganda. Canadian politicians are implying tainted pork and fake export certificates are from anot,"tainted,fake",negative
1104,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1105,RT 30percentclubCA Listen to 30 Club member Mairead Lavery President and CEO of Export Development Canada talk about her career journey,,neutral
1106,Canada has become the first G20 country to ban the import and export of shark fins after the passing of the new Fis,shark,negative
1107,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
1108,Im hopeful that well be able to reassure our Chinese trading partner with additional safety measures to our exp,"hopeful,well,reassure",positive
1109,RT RQBGlobal RavenQuest CEO George Robinson's Top Ten Predictions for cannabis industry 1 Canada will be the leading technology resou,leading,positive
1110,RT RQBGlobal RavenQuest CEO George Robinson's Top Ten Predictions for cannabis industry 1 Canada will be the leading technology resou,leading,positive
1111,RT RobSomerville1 Of course... the whole thing with China banning Canadian meat could just go away if Canada would let the Huawei lady go,,neutral
1112,RT PlattsLNG Canada's Woodfibre LNG export facility signs first long term supply deal with BP natgas ,,neutral
1113,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1114,"RT ExportDevCanada Les compagnies qui vendent au del des frontires canadiennes sont plus rentables, rsilientes et innovatrices. Avez ",,neutral
1115,"RT ExportDevCanada Companies that sell internationally are more profitable, resilient and innovative. Do you have a reliable export plan","resilient,reliable",positive
1116,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
1117,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
1118,"The Hon. mary ng Minister of Small Business and Export Promotion, announces that APF Canada has been awarded 1.74",awarded,positive
1119,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
1120,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
1121,Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https t.co BPvP7DdOOo,,neutral
1122,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
1123, jinlanmccann Jasonal30721835 realDonaldTrump 1 No. it doesnt work that way. R amp D and import export costs are NO,work,positive
1124," jinlanmccann Jasonal30721835 realDonaldTrump By that logic then, Canada is paying for the whole worlds R amp D on C",,neutral
1125,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
1126," Deplorable Moe globalist trade deals, which export jobs 7 reduction in mass migration UN involvement, Paris is",,neutral
1127,RT 30percentclubCA Listen to 30 Club member Mairead Lavery President and CEO of Export Development Canada talk about her career journey,,neutral
1128,So I was thinking about the recent trade issues for our Canadian Beef products. We export less than 8 to China we,issues,negative
1129,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1130,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
1131,RT BloombergCA Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China suffer yet another blow,"suffer,blow",negative
1132,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
1133,Attention B2B members Magazines Canada is currently organizing a delegation of members to represent the Canadian,,neutral
1134,RT StephenPunwasi Holy Canadian Propaganda. Canadian politicians are implying tainted pork and fake export certificates are from anot,"tainted,fake",negative
1135,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1136,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
1137, StephenPunwasi FuzzyWuzzyTO redmcgraw1 Export certificates are only issued for meat that is going to be exported,,neutral
1138,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1139,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1140,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1141,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1142,If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the,important,positive
1143,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1144,"RT ExportDevCanada Opus One Solutions, with its intelligent and scalable energy solutions, definitely qualifies as promising and we look","intelligent,promising",positive
1145,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1146,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1147,"RT patrickbretonNS With China suspending the import of pork from Canada 'due to a detection of ractopamine', this morning's BOB at COVE",,neutral
1148,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1149,Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries Act.,,neutral
1150,RT 30percentclubCA Listen to 30 Club member Mairead Lavery President and CEO of Export Development Canada talk about her career journey,,neutral
1151, redmcgraw1 margbrady101 The additive is legal in Canada. Canada awknowledged it was a Canadian export. A politici,,neutral
1152,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1153,"In response to an inauthentic Canadian export certificate, the Chinese gov't has banned the import of meat from Can",,neutral
1154,"We've said it before, we'll say it again Pork brings home the bacon canadianeconomy pork canada food",,neutral
1155,"Having worked in the food industry amp dealt with exports to China amp Japan, my take, from the reporting, is that the",worked,positive
1156, concretehauler9 JohnGormleyShow Canada imports about 50 billion of mfg. goods year from China. If shut out all C,,neutral
1157,"China is already limiting the export of rare earth minerals to the United States. Why isn't this an opportunity, fo",,neutral
1158,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1159,RT gluck21682168 BullionNation krivono 5toolcannabis gulleyinvesting todd harrison TDAmeritrade,,neutral
1160,Canada Bans Shark Fin Import and Export Becomes First G7 Nation To Do So,,neutral
1161,RT 30percentclubCA Listen to 30 Club member Mairead Lavery President and CEO of Export Development Canada talk about her career journey,,neutral
1162, bloomberg article highlighting new tension on trade between Canada amp China. This doesn't bode well for the Canadi,"tension,well",neutral
1163,Sly fox Xi You can't cheat people anymore If you want to trade fair economic Why you harm Canada last export pi,"cheat,fair,harm",negative
1164,"20 Dems on stage in the past 2 days, while Dems in Congress push easing regs re cannabis via MarijuanaMoment",easing,positive
1165,Listen to 30 Club member Mairead Lavery President and CEO of Export Development Canada talk about her career jour,,neutral
1166, Exporteren naar de VS en Canada Zorg dan voor een goede bescherming productaansprakelijkheid. Jo Willems van a,,neutral
1167,"RT iedm montreal As the worlds 4th largest oilandgas producer, Canada could help meet the increasing demand for energy in Indo Pacific",,neutral
1168,"As the worlds 4th largest oilandgas producer, Canada could help meet the increasing demand for energy in Indo Pac",,neutral
1169, BullionNation krivono 5toolcannabis gulleyinvesting todd harrison TDAmeritrade,,neutral
1170,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1171,RT StephenPunwasi Holy Canadian Propaganda. Canadian politicians are implying tainted pork and fake export certificates are from anot,"tainted,fake",negative
1172,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
1173, SenatorHousakos Maybe a set of scales and baggies and Canada's newest export ,,neutral
1174,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1175,BP Agrees to Buy and Supply Canadas Woodfibre LNG An Asian plan for the next British Columbia BC natural,,neutral
1176,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1177,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1178,"RT lamphieryeg In fake green Vancouver, North America's biggest coal export port, nothing screams CLIMATE EMERGENCY like a 9.1 billion a","fake,like",neutral
1179,. penchamber is proud to have ExportDevCanada as a member. Looking forward to using Chamber platform to assist in,proud,positive
1180,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1181,RT StephenPunwasi Holy Canadian Propaganda. Canadian politicians are implying tainted pork and fake export certificates are from anot,"tainted,fake",negative
1182,"Happy CanadaDay from Magnet Export With nearly 1.1 million SMEs in Canada, we're celebrating our small businesse",,neutral
1183,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1184,"RT Rob Kimbell Mexico's top global goods export markets, 2017 01 United States 02 Canada 03 Germany 04 China 05 ",top,positive
1185,"RT johnteey wed , When your son fall in love with a Yoruba Lady, you can't escape traditional wedding, we export our culture too","fall,love",neutral
1186,Holy Canadian Propaganda. Canadian politicians are implying tainted pork and fake export certificates are from,"tainted,fake",negative
1187,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1188,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1189," OceanaCAN FishOceansCAN JonathanWNV It's one thing to support domestic fish markets, quite another to feed the i",support,positive
1190,"RT Rob Kimbell Mexico's top global goods export markets, 2017 01 United States 02 Canada 03 Germany 04 China 05 ",top,positive
1191," Mexico's top global goods export markets, 2017 01 United States 02 Canada 03 Germany 04 China",top,positive
1192,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1193, HelloGeorgeN MPelletierCIO emgfind FairQuestions My argument is Canada is the best in the world at what we do.,best,positive
1194,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1195,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1196,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1197,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1198," Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japa",top,positive
1199,RT VAGTC Did you know the MEDC has six International Trade Centers These centers provide services to companies interested in expanding,,neutral
1200,RT WD Canada THIS JUST IN 40 of entrepreneurs surveyed in the 2018 EntrepreneurCensus are selling globally amp 40 more are getting expo,,neutral
1201,RT USMCACoalition USMCA is critical to the long term success of equipment manufacturers. The industrys two largest export markets in th,"critical,success",neutral
1202,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
1203,"RT USChamber The USMCA will preserve and modernize U.S. trade ties with Canada and Mexico, which are by far the largest U.S. export marke",,neutral
1204,RT ottawaccarol 2 2 ...The Liberals have now signed off on C 48 and C 69. These new laws will thwart the growth of Canadas biggest expo,thwart,negative
1205,"RT GreenStockTradr MediPharm Labs Receives Import and Export Permits, Completes First Cannabis Concentrate Shipment to Australia Med",,neutral
1206,Justin Trudeaus once lofty ambitions for closer Canada trade ties with China suffer yet another blow,"suffer,blow",negative
1207,RT ottawaccarol 2 2 ...The Liberals have now signed off on C 48 and C 69. These new laws will thwart the growth of Canadas biggest expo,thwart,negative
1208,"RT oceana Victory for sharks Canada has banned the import and export of shark fins After an outpouring of support from more than 300,00","shark,support",neutral
1209,"RT Rob Kimbell The United States' top goods export markets, 2017 1 Canada 2 Mexico 3 China 4 Japan 5 United Kin",top,positive
1210,"RT johnteey wed , When your son fall in love with a Yoruba Lady, you can't escape traditional wedding, we export our culture too","fall,love",neutral
1211,RT VAGTC Did you know the MEDC has six International Trade Centers These centers provide services to companies interested in expanding,,neutral
1212,Canada have started this by being the first country to ban the import and export of shark fins. The rest of the w,shark,negative
